url,label,source,y_pred,y_prob,error_type,url_length,num_dots,num_subdomains,num_hyphens_url,num_hyphens_hostname,https_flag,entropy_url,num_numeric_chars,num_sensitive_words,hostname_length,path_length,url_char_prob,char_continuation_rate,tld_legit_prob,entropy_domain,num_query_params,num_special_chars,at_symbol_present,pct_numeric_chars,suspicious_file_ext,path_depth,num_underscores,query_length,has_fragment,has_repeated_digits,avg_subdomain_length,tld_length,token_count
https://www.wsdownloadd.com,1.0,PhiUSIIL,0.0,0.000983,FN,27,2,1,0,0,1,3.676391,0,0,19,0,0.0474073,0.518519,0.616839,2.663533,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.sunsetclub.pl,1.0,PhiUSIIL,0.0,0.000952,FN,25,2,1,0,0,1,3.67327,0,0,17,0,0.04194411,0.52,0.001367,2.921928,0,0,0,0.0,0,0,0,0,0,0,3.0,2,4
https://trends.google.com/trends/,0.0,LegitPhish,1.0,0.983807,FP,33,2,1,0,0,1,3.824253,0,0,17,8,0.05563974,0.272727,0.616839,1.918296,0,0,0,0.0,0,1,0,0,0,0,6.0,3,5
https://www.dutsh-helppackage.ecranul.ro,1.0,PhiUSIIL,0.0,0.044202,FN,40,3,2,1,1,1,4.189823,0,0,32,0,0.0465176,0.35,0.000644,2.807355,0,0,0,0.0,0,0,0,0,0,0,10.0,2,6
https://www.cuag.fit,1.0,PhiUSIIL,0.0,0.002351,FN,20,2,1,0,0,1,3.646439,0,0,12,0,0.03966645,0.4,7.2e-05,2.0,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.virkunarze.tk,1.0,PhiUSIIL,0.0,0.00533,FN,25,2,1,0,0,1,3.943465,0,0,17,0,0.03836744,0.52,8.4e-05,3.121928,0,0,0,0.0,0,0,0,0,0,0,3.0,2,4
https://www.weebly.com/?lang=en_GB,0.0,LegitPhish,1.0,0.547003,FP,34,2,1,0,0,1,4.337175,0,0,14,1,0.04462962,0.264706,0.616839,2.251629,1,0,0,0.0,0,0,1,10,0,0,3.0,3,7
https://www.cheatdiamond.my.id,1.0,PhiUSIIL,0.0,0.001282,FN,30,3,1,0,0,1,3.939572,0,0,22,0,0.04687333,0.5,9.1e-05,3.251629,0,0,0,0.0,0,0,0,0,0,0,3.0,5,5
https://www.cloudflare.com/learning/cdn/what-is-a-cdn/,0.0,LegitPhish,1.0,0.53795,FP,54,2,1,3,0,1,4.263604,0,0,18,28,0.05021325,0.240741,0.616839,3.121928,0,0,0,0.0,0,3,0,0,0,0,3.0,3,10
https://www.ron-supp.pages.dev,1.0,PhiUSIIL,0.0,0.146846,FN,30,3,2,1,1,1,3.964735,0,0,22,0,0.04467191,0.266667,0.002904,2.321928,0,0,0,0.0,0,0,0,0,0,0,5.5,3,6
https://today.yougov.com/ratings/entertainment/popularity/news-websites/all,0.0,LegitPhish,1.0,0.993775,FP,75,2,1,1,0,1,4.266836,0,0,16,51,0.05243982,0.213333,0.616839,2.251629,0,0,0,0.0,0,4,0,0,0,0,5.0,3,10
https://getbootstrap.com/,0.0,LegitPhish,1.0,0.99968,FP,25,1,0,0,0,1,3.63908,0,0,16,1,0.05514323,0.6,0.616839,3.022055,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3
https://www.lavozdeloscentauros.com,1.0,PhiUSIIL,0.0,0.000484,FN,35,2,1,0,0,1,4.150293,0,0,27,0,0.05228253,0.628571,0.616839,3.576618,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://statisticsanddata.org/data/most-popular-websites-in-the-world-1996-2021/,0.0,LegitPhish,1.0,0.637051,FP,80,1,0,7,0,1,4.371328,8,0,21,51,0.04782527,0.3,0.025706,2.631293,0,0,0,0.1,0,2,0,0,0,0,0.0,3,12
https://www.unionbindinqcompany.it,1.0,PhiUSIIL,0.0,0.004358,FN,34,2,1,0,0,1,3.995715,0,0,26,0,0.04585306,0.647059,0.001794,3.281373,0,0,0,0.0,0,0,0,0,0,0,3.0,2,4
https://www.solutionfun.info,1.0,PhiUSIIL,0.0,0.005758,FN,28,2,1,0,0,1,3.699514,0,0,20,0,0.04564749,0.5,0.001847,2.913977,0,0,0,0.0,0,0,0,0,0,0,3.0,4,4
https://www.serviziofatturazionearuba.com,1.0,PhiUSIIL,0.0,0.000596,FN,41,2,1,0,0,1,4.210734,0,0,33,0,0.04893608,0.682927,0.616839,3.543465,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.bendigobaniking.com,1.0,PhiUSIIL,0.0,0.000897,FN,31,2,1,0,0,1,4.106949,0,0,23,0,0.04607038,0.580645,0.616839,3.006239,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.natalymartinelli.com.br,1.0,PhiUSIIL,0.0,0.004965,FN,35,3,1,0,0,1,4.071582,0,0,27,0,0.04842213,0.542857,0.001584,3.030639,0,0,0,0.0,0,0,0,0,0,0,3.0,6,5
https://www.factor-a1.com,1.0,PhiUSIIL,0.0,0.002339,FN,25,2,1,1,1,1,3.863465,1,0,17,0,0.04866671,0.4,0.616839,2.947703,0,0,0,0.04,0,0,0,0,0,0,3.0,3,5
https://www.flectrachile.cl,1.0,PhiUSIIL,0.0,0.000476,FN,27,2,1,0,0,1,3.754163,0,0,19,0,0.046511,0.555556,0.00036,3.084963,0,0,0,0.0,0,0,0,0,0,0,3.0,2,4
https://www.tkow.ink,1.0,PhiUSIIL,0.0,0.000171,FN,20,2,1,0,0,1,3.384184,0,0,12,0,0.03823199,0.4,0.000175,2.0,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.awwwards.com/websites/,0.0,LegitPhish,1.0,0.911341,FP,34,2,1,0,0,1,3.72257,0,0,16,10,0.04695936,0.323529,0.616839,2.155639,0,0,0,0.0,0,1,0,0,0,0,3.0,3,5
https://www.colis-dhl.com,1.0,PhiUSIIL,0.0,0.000416,FN,25,2,1,1,1,1,3.813661,0,0,17,0,0.0467751,0.32,0.616839,2.947703,0,0,0,0.0,0,0,0,0,0,0,3.0,3,5
https://www.eveningcreek.com,1.0,PhiUSIIL,0.0,0.001439,FN,28,2,1,0,0,1,3.99468,0,0,20,0,0.05055593,0.535714,0.616839,2.751629,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://www.avuzapxi1.gq,1.0,PhiUSIIL,0.0,0.026825,FN,24,2,1,0,0,1,3.970176,1,0,16,0,0.03175688,0.5,3.2e-05,2.947703,0,0,0,0.041667,0,0,0,0,0,0,3.0,2,4
https://www.jyglassmachine.com,1.0,PhiUSIIL,0.0,0.000555,FN,30,2,1,0,0,1,4.123231,0,0,22,0,0.04643478,0.566667,0.616839,3.521641,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://accout.smba.jp.npz2.com,1.0,PhiUSIIL,0.0,0.274835,FN,31,4,3,0,0,1,3.913401,1,0,23,0,0.04832947,0.322581,0.616839,2.0,0,0,0,0.032258,0,0,0,0,0,0,4.0,3,6
https://www.gracevalley.edu.pk,1.0,PhiUSIIL,0.0,0.000291,FN,30,3,1,0,0,1,4.098069,0,0,22,0,0.0425694,0.466667,8e-06,2.913977,0,0,0,0.0,0,0,0,0,0,0,3.0,6,5
https://www.seodvmagic.ru,1.0,PhiUSIIL,0.0,0.001352,FN,25,2,1,0,0,1,4.133661,0,0,17,0,0.04563593,0.52,0.008066,3.321928,0,0,0,0.0,0,0,0,0,0,0,3.0,2,4
https://www.lastlocation-iphone.us,1.0,PhiUSIIL,0.0,0.005905,FN,34,2,1,1,1,1,3.962032,0,0,26,0,0.05086226,0.441176,0.004666,3.471354,0,0,0,0.0,0,0,0,0,0,0,3.0,2,5
https://ads.google.com/home/tools/keyword-planner/,0.0,LegitPhish,1.0,0.776863,FP,50,2,1,1,0,1,4.135338,0,0,14,28,0.05470693,0.2,0.616839,1.918296,0,0,0,0.0,0,3,0,0,0,0,3.0,3,8
https://www.acervo.veja.abril.com.br,0.0,PhiUSIIL,1.0,0.623405,FP,36,5,3,0,0,1,4.062305,0,0,28,0,0.04785175,0.25,0.001584,2.321928,0,0,0,0.0,0,0,0,0,0,0,4.3333,6,7
https://www.nationalpark-berchtesgaden.bayern.de,0.0,PhiUSIIL,1.0,0.967885,FP,48,3,2,1,1,1,4.220714,0,0,40,0,0.04965197,0.333333,0.008592,2.584963,0,0,0,0.0,0,0,0,0,0,0,14.5,2,6
https://www.ndnmag.fr,1.0,PhiUSIIL,0.0,0.015209,FN,21,2,1,0,0,1,3.784942,0,0,13,0,0.04023626,0.428571,0.002056,2.251629,0,0,0,0.0,0,0,0,0,0,0,3.0,2,4
https://www.sghidrocarburos.com,1.0,PhiUSIIL,0.0,0.005941,FN,31,2,1,0,0,1,4.018082,0,0,23,0,0.04827608,0.580645,0.616839,3.323231,0,0,0,0.0,0,0,0,0,0,0,3.0,3,4
https://dataforseo.com/free-seo-stats/top-1000-websites,0.0,LegitPhish,1.0,0.872775,FP,55,1,0,4,0,1,4.000775,4,0,14,33,0.05400155,0.309091,0.616839,2.921928,0,0,0,0.072727,0,1,0,0,0,1,0.0,3,9
https://www.facebook.com/RankingRoyals/videos/most-popular-websites-by-monthly-visits/3489452821320469/,0.0,LegitPhish,1.0,0.990863,FP,103,2,1,5,0,1,4.876601,16,0,16,79,0.04174651,0.31068,0.616839,2.75,0,0,0,0.15534,0,4,0,0,0,0,3.0,3,13
https://www.metanfo.fr,1.0,PhiUSIIL,0.0,0.000653,FN,22,2,1,0,0,1,3.754442,0,0,14,0,0.04492935,0.454545,0.002056,2.807355,0,0,0,0.0,0,0,0,0,0,0,3.0,2,4
https://www.180360.com,0.0,PhiUSIIL,1.0,0.96232,FP,22,2,1,0,0,1,3.879664,6,0,14,0,0.03178606,0.636364,0.616839,2.251629,0,0,0,0.272727,0,0,0,0,0,0,3.0,3,4
https://www.vticket.eu,1.0,PhiUSIIL,0.0,0.000657,FN,22,2,1,0,0,1,3.606937,0,0,14,0,0.04295802,0.454545,0.002666,2.521641,0,0,0,0.0,0,0,0,0,0,0,3.0,2,4
https://daily.dev/blog/top-10-best-tech-websites-and-blogs-2024,0.0,LegitPhish,1.0,0.982777,FP,63,1,0,7,0,1,4.347991,6,0,9,46,0.04406129,0.238095,0.002904,2.321928,0,0,0,0.095238,0,1,0,0,0,0,0.0,3,12
